Data supplied by UK-AIR on 29/3/2020
All Data GMT hour ending  NB:  Upto 06/02/2020 PM10 were measured with a BAM unheated, from 07/02/2020 PM10 were measured with a BAM 1020 heated
Status: R =Ratified P=Provisional,P*=As supplied
,,Reading London Road,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit
26-03-2020,18:00,28.986,P,ugm-3 (Ref.eq),13.59557,P,ugm-3,34.99875,P,ugm-3,55.84500,P,ugm-3
26-03-2020,19:00,29.952,P,ugm-3 (Ref.eq),12.59773,P,ugm-3,34.42500,P,ugm-3,53.74125,P,ugm-3
26-03-2020,20:00,47.344,P,ugm-3 (Ref.eq),13.22138,P,ugm-3,36.14625,P,ugm-3,56.41875,P,ugm-3
26-03-2020,21:00,52.175,P,ugm-3 (Ref.eq),18.58477,P,ugm-3,45.32625,P,ugm-3,73.82250,P,ugm-3
26-03-2020,22:00,43.479,P,ugm-3 (Ref.eq),7.23434,P,ugm-3,38.63250,P,ugm-3,49.72500,P,ugm-3
26-03-2020,23:00,33.817,P,ugm-3 (Ref.eq),4.11609,P,ugm-3,21.03750,P,ugm-3,27.34875,P,ugm-3
26-03-2020,24:00,40.580,P,ugm-3 (Ref.eq),4.49028,P,ugm-3,19.69875,P,ugm-3,26.58375,P,ugm-3
27-03-2020,01:00,37.682,P,ugm-3 (Ref.eq),2.86879,P,ugm-3,16.44750,P,ugm-3,20.84625,P,ugm-3
27-03-2020,02:00,39.614,P,ugm-3 (Ref.eq),3.11825,P,ugm-3,18.93375,P,ugm-3,23.71500,P,ugm-3
27-03-2020,03:00,42.513,P,ugm-3 (Ref.eq),3.24298,P,ugm-3,29.83500,P,ugm-3,34.80750,P,ugm-3
27-03-2020,04:00,37.682,P,ugm-3 (Ref.eq),2.86879,P,ugm-3,18.93375,P,ugm-3,23.33250,P,ugm-3
27-03-2020,05:00,41.547,P,ugm-3 (Ref.eq),2.36987,P,ugm-3,13.77000,P,ugm-3,17.40375,P,ugm-3
27-03-2020,06:00,46.378,P,ugm-3 (Ref.eq),8.10745,P,ugm-3,31.36500,P,ugm-3,43.79625,P,ugm-3
27-03-2020,07:00,47.344,P,ugm-3 (Ref.eq),30.55885,P,ugm-3,49.53375,P,ugm-3,96.39000,P,ugm-3
27-03-2020,08:00,57.006,P,ugm-3 (Ref.eq),44.90280,P,ugm-3,54.69750,P,ugm-3,123.54750,P,ugm-3
27-03-2020,09:00,51.209,P,ugm-3 (Ref.eq),23.69870,P,ugm-3,36.72000,P,ugm-3,73.05750,P,ugm-3
27-03-2020,10:00,45.411,P,ugm-3 (Ref.eq),19.70734,P,ugm-3,33.08625,P,ugm-3,63.30375,P,ugm-3
27-03-2020,11:00,39.614,P,ugm-3 (Ref.eq),11.84935,P,ugm-3,23.90625,P,ugm-3,42.07500,P,ugm-3
27-03-2020,12:00,46.378,P,ugm-3 (Ref.eq),11.35043,P,ugm-3,23.33250,P,ugm-3,40.73625,P,ugm-3
27-03-2020,13:00,42.513,P,ugm-3 (Ref.eq),10.22786,P,ugm-3,23.52375,P,ugm-3,39.20625,P,ugm-3
27-03-2020,14:00,41.547,P,ugm-3 (Ref.eq),10.60205,P,ugm-3,25.62750,P,ugm-3,41.88375,P,ugm-3
27-03-2020,15:00,42.513,P,ugm-3 (Ref.eq),10.60205,P,ugm-3,22.37625,P,ugm-3,38.63250,P,ugm-3
27-03-2020,16:00,42.513,P,ugm-3 (Ref.eq),7.10961,P,ugm-3,19.31625,P,ugm-3,30.21750,P,ugm-3
27-03-2020,17:00,35.749,P,ugm-3 (Ref.eq),9.85367,P,ugm-3,22.95000,P,ugm-3,38.05875,P,ugm-3
27-03-2020,18:00,35.749,P,ugm-3 (Ref.eq),8.60637,P,ugm-3,21.03750,P,ugm-3,34.23375,P,ugm-3
27-03-2020,19:00,37.682,P,ugm-3 (Ref.eq),8.48164,P,ugm-3,21.61125,P,ugm-3,34.61625,P,ugm-3
27-03-2020,20:00,41.547,P,ugm-3 (Ref.eq),4.86447,P,ugm-3,16.44750,P,ugm-3,23.90625,P,ugm-3
27-03-2020,21:00,41.547,P,ugm-3 (Ref.eq),4.73974,P,ugm-3,16.44750,P,ugm-3,23.71500,P,ugm-3
27-03-2020,22:00,40.580,P,ugm-3 (Ref.eq),3.36771,P,ugm-3,13.19625,P,ugm-3,18.36000,P,ugm-3
27-03-2020,23:00,37.682,P,ugm-3 (Ref.eq),2.49460,P,ugm-3,10.90125,P,ugm-3,14.72625,P,ugm-3
27-03-2020,24:00,38.648,P,ugm-3 (Ref.eq),2.99352,P,ugm-3,10.51875,P,ugm-3,15.10875,P,ugm-3
28-03-2020,01:00,38.648,P,ugm-3 (Ref.eq),1.99568,P,ugm-3,8.79750,P,ugm-3,11.85750,P,ugm-3
28-03-2020,02:00,35.749,P,ugm-3 (Ref.eq),1.49676,P,ugm-3,7.07625,P,ugm-3,9.37125,P,ugm-3
28-03-2020,03:00,35.749,P,ugm-3 (Ref.eq),0.87311,P,ugm-3,7.45875,P,ugm-3,8.79750,P,ugm-3
28-03-2020,04:00,36.716,P,ugm-3 (Ref.eq),0.24946,P,ugm-3,4.78125,P,ugm-3,5.16375,P,ugm-3
28-03-2020,05:00,32.851,P,ugm-3 (Ref.eq),1.87095,P,ugm-3,6.12000,P,ugm-3,8.98875,P,ugm-3
28-03-2020,06:00,36.716,P,ugm-3 (Ref.eq),1.74622,P,ugm-3,9.37125,P,ugm-3,12.04875,P,ugm-3
28-03-2020,07:00,41.547,P,ugm-3 (Ref.eq),4.24082,P,ugm-3,15.49125,P,ugm-3,21.99375,P,ugm-3
28-03-2020,08:00,41.547,P,ugm-3 (Ref.eq),7.73326,P,ugm-3,16.44750,P,ugm-3,28.30500,P,ugm-3
28-03-2020,09:00,34.783,P,ugm-3 (Ref.eq),6.73542,P,ugm-3,11.47500,P,ugm-3,21.80250,P,ugm-3
28-03-2020,10:00,26.087,P,ugm-3 (Ref.eq),4.73974,P,ugm-3,8.60625,P,ugm-3,15.87375,P,ugm-3
28-03-2020,11:00,26.087,P,ugm-3 (Ref.eq),5.23866,P,ugm-3,7.84125,P,ugm-3,15.87375,P,ugm-3
28-03-2020,12:00,25.121,P,ugm-3 (Ref.eq),6.11177,P,ugm-3,8.98875,P,ugm-3,18.36000,P,ugm-3
28-03-2020,13:00,18.358,P,ugm-3 (Ref.eq),5.23866,P,ugm-3,9.94500,P,ugm-3,17.97750,P,ugm-3
28-03-2020,14:00,19.324,P,ugm-3 (Ref.eq),5.23866,P,ugm-3,9.94500,P,ugm-3,17.97750,P,ugm-3
28-03-2020,15:00,20.290,P,ugm-3 (Ref.eq),4.86447,P,ugm-3,8.22375,P,ugm-3,15.68250,P,ugm-3
28-03-2020,16:00,21.256,P,ugm-3 (Ref.eq),6.11177,P,ugm-3,9.18000,P,ugm-3,18.55125,P,ugm-3
28-03-2020,17:00,16.425,P,ugm-3 (Ref.eq),4.86447,P,ugm-3,9.37125,P,ugm-3,16.83000,P,ugm-3
28-03-2020,18:00,19.324,P,ugm-3 (Ref.eq),5.23866,P,ugm-3,10.13625,P,ugm-3,18.16875,P,ugm-3
28-03-2020,19:00,18.358,P,ugm-3 (Ref.eq),3.86663,P,ugm-3,7.84125,P,ugm-3,13.77000,P,ugm-3
28-03-2020,20:00,16.425,P,ugm-3 (Ref.eq),3.49244,P,ugm-3,7.65000,P,ugm-3,13.00500,P,ugm-3
28-03-2020,21:00,18.358,P,ugm-3 (Ref.eq),2.74406,P,ugm-3,6.31125,P,ugm-3,10.51875,P,ugm-3
28-03-2020,22:00,15.459,P,ugm-3 (Ref.eq),1.87095,P,ugm-3,4.59000,P,ugm-3,7.45875,P,ugm-3
28-03-2020,23:00,13.527,P,ugm-3 (Ref.eq),2.61933,P,ugm-3,4.39875,P,ugm-3,8.41500,P,ugm-3
28-03-2020,24:00,,,,1.87095,P,ugm-3,4.01625,P,ugm-3,6.88500,P,ugm-3
